,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
568,80745357,"[""37.766197"",""-122.39656""]",999 16th St APT 9,94107,San Francisco,CA,2,3,1277,1998,1264000,4250,NA,520455,"500""zpid""",37.766197,-122.39656
576,79841948,"[""37.762562"",""-122.394157""]",1125 18th St APT 1,94107,San Francisco,CA,1,1,523,1914,1264000,3995,NA,631000,500,37.762562,-122.394157
611,59779942,"[""37.765014"",""-122.394343""]",1025 17th St APT 3,94107,San Francisco,CA,2,2.5,1004,1999,1264000,4500,NA,544064,500,37.765014,-122.394343
863,2101208769,"[""37.75356"",""-122.4009""]",2120 24th St APT 5,94107,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1264000,3500,NA,UNKNOWN,"500""zpid""",37.75356,-122.4009
1135,64969371,"[""37.757367"",""-122.401592""]",2036 22nd St # 1,94107,San Francisco,CA,2,2,1024,1906,1264000,4450,NA,733748,500,37.757367,-122.401592
1151,15152176,"[""37.754501"",""-122.398946""]",1903 23rd St APT 3,94107,San Francisco,CA,2,1,1107,1906,1264000,4500,NA,791059,500,37.754501,-122.398946
1505,15151726,"[""37.75557"",""-122.398111""]",834 Arkansas St APT 4,94107,San Francisco,CA,2,1,870,1962,1264000,4000,NA,713986,"500""zpid""",37.75557,-122.398111
1508,79841133,"[""37.763419"",""-122.398238""]",215 1/2 Arkansas St,94107,San Francisco,CA,2,1,981,1900,1264000,4300,NA,776821,"500""zpid""",37.763419,-122.398238
1569,15151725,"[""37.75557"",""-122.398111""]",834 Arkansas St APT 3,94107,San Francisco,CA,2,1,870,1962,1264000,3985,NA,610742,500,37.75557,-122.398111
1570,2122573644,"[""37.760974"",""-122.398628""]",406 Arkansas St APT 3,94107,San Francisco,CA,1,1,NA,UNKNOWN,1264000,3495,NA,UNKNOWN,500,37.760974,-122.398628
1571,2124352412,"[""37.760768"",""-122.398613""]",426 Arkansas St # 3,94107,San Francisco,CA,3,2,1650,UNKNOWN,1264000,6500,NA,UNKNOWN,"500""zpid""",37.760768,-122.398613
1572,79841133,"[""37.763419"",""-122.398238""]",215 1/2 Arkansas St,94107,San Francisco,CA,2,1,981,1900,1264000,4300,NA,776821,"500""zpid""",37.763419,-122.398238
1829,79841133,"[""37.763419"",""-122.398238""]",215 1/2 Arkansas St,94107,San Francisco,CA,2,1,981,1900,1264000,4300,NA,776821,"500""zpid""",37.763419,-122.398238
1865,15151726,"[""37.75557"",""-122.398111""]",834 Arkansas St APT 4,94107,San Francisco,CA,2,1,870,1962,1264000,4000,NA,713986,"500""zpid""",37.75557,-122.398111
1943,79841133,"[""37.763419"",""-122.398238""]",215 1/2 Arkansas St,94107,San Francisco,CA,2,1,981,1900,1264000,4300,NA,776821,"500""zpid""",37.763419,-122.398238
1951,15151725,"[""37.75557"",""-122.398111""]",834 Arkansas St APT 3,94107,San Francisco,CA,2,1,870,1962,1264000,3985,NA,610742,500,37.75557,-122.398111
1952,2122573644,"[""37.760974"",""-122.398628""]",406 Arkansas St APT 3,94107,San Francisco,CA,1,1,NA,UNKNOWN,1264000,3495,NA,UNKNOWN,500,37.760974,-122.398628
1953,2124352412,"[""37.760768"",""-122.398613""]",426 Arkansas St # 3,94107,San Francisco,CA,3,2,1650,UNKNOWN,1264000,6500,NA,UNKNOWN,"500""zpid""",37.760768,-122.398613
1931,2097702990,"[""37.786064"",""-122.392173""]",401 Harrison St # 4C,94105,San Francisco,CA,2,2,1289,UNKNOWN,1269100,UNKNOWN,NA,UNKNOWN,500,37.786064,-122.392173
1932,2097498069,"[""37.786062"",""-122.392176""]",401 Harrison St # 4G,94105,San Francisco,CA,1,1,850,UNKNOWN,1269100,UNKNOWN,NA,UNKNOWN,500,37.786062,-122.392176
1933,2097557675,"[""37.786062"",""-122.392176""]",401 Harrison St # 4B,94105,San Francisco,CA,1,1,850,UNKNOWN,1269100,UNKNOWN,NA,UNKNOWN,500,37.786062,-122.392176
2028,50880627,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8J,94107,San Francisco,CA,2,2,1141,2000,1269100,5500,NA,791084,500,37.782575,-122.390364
2029,50885149,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8K,94107,San Francisco,CA,2,2,1272,2000,1269100,5900,NA,1108674,500,37.782575,-122.390364
2030,50903642,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8A,94107,San Francisco,CA,2,2,1220,2000,1269100,5900,NA,1450000,500,37.782575,-122.390364
2031,52273854,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8H,94107,San Francisco,CA,2,2,1103,2000,1269100,5950,NA,1565736,500,37.782575,-122.390364
2032,52422780,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8B,94107,San Francisco,CA,1,1,723,2000,1269100,4000,NA,811858,500,37.782575,-122.390364
2033,53734645,"[""37.782714"",""-122.390375""]",219 Brannan St UNIT 8C,94107,San Francisco,CA,1,1,899,2000,1269100,4200,NA,656341,500,37.782714,-122.390375
2034,53734646,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 8D,94107,San Francisco,CA,1,2,1347,2000,1269100,5800,NA,369512,500,37.782575,-122.390364
2035,58187783,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8G,94107,San Francisco,CA,2,2,1516,2002,1269100,6995,NA,1580968,500,37.782575,-122.390364
2036,58321292,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8A,94107,San Francisco,CA,3,3,3000,2002,1269100,8954,NA,1302936,500,37.782575,-122.390364
2037,58477075,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8J,94107,San Francisco,CA,2,2,1393,2002,1269100,6300,NA,1529968,500,37.782575,-122.390364
2038,58477076,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8D,94107,San Francisco,CA,2,2,1173,2002,1269100,5900,NA,1306378,500,37.782575,-122.390364
2039,58532731,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8C,94107,San Francisco,CA,2,2,1321,2002,1269100,5508,NA,572120,500,37.782575,-122.390364
2040,59700545,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8A,94107,San Francisco,CA,3,3,1654,2001,1269100,8609,NA,2058000,500,37.782575,-122.390364
2041,59700546,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8D,94107,San Francisco,CA,2,2,1180,2001,1269100,5900,NA,1277640,500,37.782575,-122.390364
2042,59700547,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8E,94107,San Francisco,CA,2,2,1058,2001,1269100,4995,NA,860080,500,37.782575,-122.390364
2043,59700548,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8G,94107,San Francisco,CA,2,2,1517,2001,1269100,5819,NA,879480,500,37.782575,-122.390364
2044,59700549,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8J,94107,San Francisco,CA,2,2,1412,2001,1269100,6250,NA,1280762,500,37.782575,-122.390364
2045,59722134,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 8C,94107,San Francisco,CA,2,2,1387,2001,1269100,6000,NA,1136994,500,37.782575,-122.390364
2046,61287362,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 8E,94107,San Francisco,CA,2,2,1137,2002,1269100,5900,NA,1135771,"500""zpid""",37.782575,-122.390364
2048,50558878,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7H,94107,San Francisco,CA,1,2,823,2000,1269100,4000,NA,1003284,500,37.782575,-122.390364
2049,50586844,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7A,94107,San Francisco,CA,1,2,980,2000,1269100,4500,NA,1159804,500,37.782575,-122.390364
2050,50586845,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7D,94107,San Francisco,CA,2,2,1167,2000,1269100,5500,NA,555326,500,37.782575,-122.390364
2051,50586846,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7G,94107,San Francisco,CA,2,2,1309,2000,1269100,5534,NA,1001756,500,37.782575,-122.390364
2052,53734640,"[""37.782714"",""-122.390375""]",219 Brannan St UNIT 7B,94107,San Francisco,CA,1,1,723,2000,1269100,3990,NA,721622,500,37.782714,-122.390375
2053,53734641,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7C,94107,San Francisco,CA,1,1,899,2000,1269100,4200,NA,807660,500,37.782575,-122.390364
2054,53734642,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7E,94107,San Francisco,CA,2,2,1116,2000,1269100,5600,NA,1275786,500,37.782575,-122.390364
2055,53734643,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7J,94107,San Francisco,CA,2,2,1141,2000,1269100,5500,NA,1001756,500,37.782575,-122.390364
2056,53734644,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 7K,94107,San Francisco,CA,2,2,1224,2002,1269100,5500,NA,891158,500,37.782575,-122.390364
2057,58276315,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7E,94107,San Francisco,CA,2,2,1137,2002,1269100,5700,NA,1147562,500,37.782575,-122.390364
2058,58477074,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7A,94107,San Francisco,CA,2,2,1279,2002,1269100,5900,NA,1478172,500,37.782575,-122.390364
2059,58532730,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7J,94107,San Francisco,CA,2,2,1530,2002,1269100,6600,NA,1594122,500,37.782575,-122.390364
2060,58627014,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7D,94107,San Francisco,CA,2,2,1173,2000,1269100,5500,NA,940590,500,37.782575,-122.390364
2061,59700540,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7C,94107,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1269100,5995,NA,1167726,500,37.782575,-122.390364
2062,59700541,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7D,94107,San Francisco,CA,2,2,1186,2001,1269100,5900,NA,1176940,500,37.782575,-122.390364
2063,59700542,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7G,94107,San Francisco,CA,1,1,884,2001,1269100,4250,NA,692902,500,37.782575,-122.390364
2064,59700543,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7H,94107,San Francisco,CA,1,1.5,976,2001,1269100,4250,NA,786058,500,37.782575,-122.390364
2065,59700544,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7J,94107,San Francisco,CA,2,2.5,1589,2001,1269100,6555,NA,1097356,500,37.782575,-122.390364
2066,59779904,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7A,94107,San Francisco,CA,2,2,1486,2001,1269100,6129,NA,1038658,500,37.782575,-122.390364
2067,59779905,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 7E,94107,San Francisco,CA,2,2,1063,2001,1269100,4995,NA,821312,500,37.782575,-122.390364
2068,61287360,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7G,94107,San Francisco,CA,1,1,910,2002,1269100,4300,NA,954230,500,37.782575,-122.390364
2069,61287361,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7H,94107,San Francisco,CA,1,1,981,2002,1269100,4250,NA,846652,500,37.782575,-122.390364
2070,61288468,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 7C,94107,San Francisco,CA,2,2,1321,2002,1269100,5517,NA,284569,"500""zpid""",37.782575,-122.390364
2093,15148011,"[""37.783699"",""-122.39359""]",461 2nd St APT C102,94107,San Francisco,CA,2,2,1635,1907,1269100,5900,NA,1055348,500,37.783699,-122.39359
2094,15148012,"[""37.783699"",""-122.39359""]",461 2nd St APT C103,94107,San Francisco,CA,1,1,705,1907,1269100,3500,NA,253141,500,37.783699,-122.39359
2095,15148013,"[""37.783699"",""-122.39359""]",461 2nd St APT C104,94107,San Francisco,CA,1,1,591,1907,1269100,3400,NA,382361,500,37.783699,-122.39359
2096,15148014,"[""37.783699"",""-122.39359""]",461 2nd St APT C105,94107,San Francisco,CA,1,1,627,1907,1269100,3400,NA,264127,500,37.783699,-122.39359
2097,15148015,"[""37.783699"",""-122.39359""]",461 2nd St APT C106,94107,San Francisco,CA,1,1,739,1907,1269100,3500,NA,564188,500,37.783699,-122.39359
2098,15148016,"[""37.783699"",""-122.39359""]",461 2nd St APT C107,94107,San Francisco,CA,1,1,1574,1907,1269100,5500,NA,1142439,500,37.783699,-122.39359
2099,15148017,"[""37.783699"",""-122.39359""]",461 2nd St APT C108,94107,San Francisco,CA,1,2,1335,1907,1269100,5800,NA,1249475,500,37.783699,-122.39359
2100,15148018,"[""37.783699"",""-122.39359""]",461 2nd St APT C109,94107,San Francisco,CA,1,1,647,1907,1269100,3499,NA,515530,500,37.783699,-122.39359
2101,15148019,"[""37.783699"",""-122.39359""]",461 2nd St APT C110,94107,San Francisco,CA,1,1,881,1907,1269100,3950,NA,489252,500,37.783699,-122.39359
2102,15148020,"[""37.783699"",""-122.39359""]",461 2nd St APT C111,94107,San Francisco,CA,1,1,778,1907,1269100,3695,NA,578903,500,37.783699,-122.39359
2103,15148021,"[""37.783699"",""-122.39359""]",461 2nd St APT C112,94107,San Francisco,CA,1,1,777,1907,1269100,3750,NA,707250,500,37.783699,-122.39359
2104,15148022,"[""37.783699"",""-122.39359""]",461 2nd St APT C113,94107,San Francisco,CA,1,1,748,1907,1269100,3500,NA,294228,500,37.783699,-122.39359
2105,15148023,"[""37.783699"",""-122.39359""]",461 2nd St APT C114,94107,San Francisco,CA,1,1,753,1907,1269100,3500,NA,270906,500,37.783699,-122.39359
2106,15148024,"[""37.783699"",""-122.39359""]",461 2nd St APT C115,94107,San Francisco,CA,1,1,769,1907,1269100,3700,NA,648122,500,37.783699,-122.39359
2107,15148025,"[""37.783699"",""-122.39359""]",461 2nd St APT C116,94107,San Francisco,CA,1,1,728,1907,1269100,3500,NA,289725,500,37.783699,-122.39359
2108,15148026,"[""37.783699"",""-122.39359""]",461 2nd St APT C117,94107,San Francisco,CA,1,1,815,1907,1269100,3850,NA,424178,500,37.783699,-122.39359
2109,15148027,"[""37.783699"",""-122.39359""]",461 2nd St APT C118,94107,San Francisco,CA,1,1,672,1907,1269100,3495,NA,508178,500,37.783699,-122.39359
2110,15148028,"[""37.783699"",""-122.39359""]",461 2nd St APT C119,94107,San Francisco,CA,1,1,664,1907,1269100,3450,NA,432618,500,37.783699,-122.39359
2111,15148029,"[""37.783699"",""-122.39359""]",461 2nd St APT C120,94107,San Francisco,CA,1,1,664,1907,1269100,3400,NA,324790,500,37.783699,-122.39359
2112,15148030,"[""37.783699"",""-122.39359""]",461 2nd St APT C121,94107,San Francisco,CA,1,1,834,1907,1269100,3800,NA,454792,500,37.783699,-122.39359
2113,15148031,"[""37.783699"",""-122.39359""]",461 2nd St APT C122,94107,San Francisco,CA,1,1,781,1907,1269100,3750,NA,590824,500,37.783699,-122.39359
2114,15148032,"[""37.783699"",""-122.39359""]",461 2nd St APT C123,94107,San Francisco,CA,1,1,639,1907,1269100,3500,NA,611000,500,37.783699,-122.39359
2115,15148033,"[""37.783699"",""-122.39359""]",461 2nd St APT C124,94107,San Francisco,CA,1,1,650,1907,1269100,3445,NA,187506,500,37.783699,-122.39359
2116,15148034,"[""37.783699"",""-122.39359""]",461 2nd St APT C125,94107,San Francisco,CA,1,1,573,1907,1269100,3400,NA,173056,500,37.783699,-122.39359
2117,15148035,"[""37.783699"",""-122.39359""]",461 2nd St APT C126,94107,San Francisco,CA,1,1,1161,1907,1269100,4250,NA,479108,"500""zpid""",37.783699,-122.39359
2137,63197567,"[""37.783967"",""-122.391112""]",1 Federal St APT 13,94107,San Francisco,CA,1,1,850,2003,1269100,4340,NA,764984,500,37.783967,-122.391112
2138,63197579,"[""37.783967"",""-122.391112""]",1 Federal St APT 42,94107,San Francisco,CA,UNKNOWN,UNKNOWN,658,2003,1269100,4100,NA,553477,500,37.783967,-122.391112
2139,64970234,"[""37.783967"",""-122.391112""]",1 Federal St APT 16,94107,San Francisco,CA,UNKNOWN,UNKNOWN,762,2003,1269100,4100,NA,467280,500,37.783967,-122.391112
2140,64970236,"[""37.783967"",""-122.391112""]",1 Federal St APT 19,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1004,2003,1269100,4495,NA,123613,500,37.783967,-122.391112
2141,64970239,"[""37.783967"",""-122.391112""]",1 Federal St APT 27,94107,San Francisco,CA,UNKNOWN,1,792,UNKNOWN,1269100,4000,NA,108566,500,37.783967,-122.391112
2142,64970242,"[""37.783967"",""-122.391109""]",1 Federal St APT 30,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1005,2003,1269100,4495,NA,693820,500,37.783967,-122.391109
2143,64970247,"[""37.783967"",""-122.391112""]",1 Federal St APT 39,94107,San Francisco,CA,UNKNOWN,1,892,2002,1269100,4000,NA,246401,500,37.783967,-122.391112
2144,67090278,"[""37.783967"",""-122.391112""]",1 Federal St APT 48,94107,San Francisco,CA,UNKNOWN,UNKNOWN,797,2003,1269100,4195,NA,793661,500,37.783967,-122.391112
2145,67090283,"[""37.783967"",""-122.391112""]",1 Federal St APT 44,94107,San Francisco,CA,1,1,798,2004,1269100,3900,NA,740200,500,37.783967,-122.391112
2146,67090284,"[""37.783967"",""-122.391112""]",1 Federal St APT 49,94107,San Francisco,CA,1,1,1049,UNKNOWN,1269100,4300,NA,828096,500,37.783967,-122.391112
2147,67090286,"[""37.783967"",""-122.391112""]",1 Federal St APT 23,94107,San Francisco,CA,1,1,705,2003,1269100,3700,NA,713986,500,37.783967,-122.391112
2148,67090302,"[""37.783967"",""-122.391112""]",1 Federal St APT 6,94107,San Francisco,CA,0,1,770,2003,1269100,3995,NA,744584,500,37.783967,-122.391112
2149,67090305,"[""37.783967"",""-122.391112""]",1 Federal St APT 5,94107,San Francisco,CA,0,1,762,2003,1269100,3750,NA,722032,500,37.783967,-122.391112
2150,67090311,"[""37.783967"",""-122.391112""]",1 Federal St APT 21,94107,San Francisco,CA,UNKNOWN,UNKNOWN,865,2003,1269100,4100,NA,247236,500,37.783967,-122.391112
2151,67090317,"[""37.783967"",""-122.391112""]",1 Federal St APT 36,94107,San Francisco,CA,UNKNOWN,UNKNOWN,764,2003,1269100,4100,NA,737948,500,37.783967,-122.391112
2152,67090331,"[""37.783967"",""-122.391112""]",1 Federal St APT 40,94107,San Francisco,CA,1,1,698,2003,1269100,3750,NA,531158,500,37.783967,-122.391112
2153,67090335,"[""37.783967"",""-122.391112""]",1 Federal St APT 22,94107,San Francisco,CA,UNKNOWN,1,950,UNKNOWN,1269100,4250,NA,767101,500,37.783967,-122.391112
2154,67394600,"[""37.783967"",""-122.391112""]",1 Federal St APT 10,94107,San Francisco,CA,1,1,967,2003,1269100,4000,NA,604518,500,37.783967,-122.391112
2155,67394601,"[""37.783967"",""-122.391112""]",1 Federal St APT 15,94107,San Francisco,CA,1,1,770,2003,1269100,3750,NA,632138,500,37.783967,-122.391112
2156,67394602,"[""37.783967"",""-122.391112""]",1 Federal St APT 41,94107,San Francisco,CA,1,1,644,2003,1269100,3500,NA,593248,500,37.783967,-122.391112
2157,67394603,"[""37.783967"",""-122.391112""]",1 Federal St APT 12,94107,San Francisco,CA,0,1,870,2003,1269100,3767,NA,202085,500,37.783967,-122.391112
2158,67394609,"[""37.783967"",""-122.391112""]",1 Federal St APT 37,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1017,2003,1269100,4495,NA,149970,500,37.783967,-122.391112
2159,67394614,"[""37.783967"",""-122.391112""]",1 Federal St APT 11,94107,San Francisco,CA,1,1,838,2003,1269100,3975,NA,717984,500,37.783967,-122.391112
2160,67394615,"[""37.783967"",""-122.391112""]",1 Federal St APT 17,94107,San Francisco,CA,1,1,770,2003,1269100,3750,NA,713986,500,37.783967,-122.391112
2161,67394616,"[""37.783967"",""-122.391112""]",1 Federal St APT 34,94107,San Francisco,CA,UNKNOWN,UNKNOWN,776,2003,1269100,4100,NA,538258,"500""zpid""",37.783967,-122.391112
2174,50883163,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9H,94107,San Francisco,CA,2,2,1103,2000,1269100,5995,NA,1087826,500,37.782575,-122.390364
2175,50883644,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9J,94107,San Francisco,CA,2,2,1141,2000,1269100,5709,NA,1006240,500,37.782575,-122.390364
2176,50885143,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9K,94107,San Francisco,CA,2,2,1224,2000,1269100,5500,NA,1111700,500,37.782575,-122.390364
2177,50885145,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9C,94107,San Francisco,CA,1,1.5,899,2000,1269100,4250,NA,714222,500,37.782575,-122.390364
2178,51174983,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9B,94107,San Francisco,CA,1,1,723,2000,1269100,4000,NA,752464,500,37.782575,-122.390364
2179,52273855,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9D,94107,San Francisco,CA,2,2,1347,2000,1269100,6300,NA,1392912,500,37.782575,-122.390364
2180,52524106,"[""37.782575"",""-122.390364""]",219 Brannan St UNIT 9A,94107,San Francisco,CA,1,1,808,2000,1269100,4000,NA,684628,500,37.782575,-122.390364
2181,58321296,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9J,94107,San Francisco,CA,2,2,1412,2001,1269100,5900,NA,960448,500,37.782575,-122.390364
2182,58608849,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9D,94107,San Francisco,CA,2,2,1173,2003,1269100,5700,NA,1192802,500,37.782575,-122.390364
2183,58681932,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9C,94107,San Francisco,CA,2,2,1321,2002,1269100,5900,NA,1395000,500,37.782575,-122.390364
2184,59700550,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9A,94107,San Francisco,CA,3,3,1654,2001,1269100,8594,NA,1588344,500,37.782575,-122.390364
2185,59700551,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9C,94107,San Francisco,CA,2,2,1387,2001,1269100,6300,NA,1647000,500,37.782575,-122.390364
2186,59700552,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9D,94107,San Francisco,CA,2,2,1180,2001,1269100,5600,NA,978316,500,37.782575,-122.390364
2187,59700553,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9E,94107,San Francisco,CA,2,2,1058,2001,1269100,5900,NA,1341272,500,37.782575,-122.390364
2188,59700554,"[""37.782575"",""-122.390364""]",229 Brannan St UNIT 9G,94107,San Francisco,CA,2,2,1517,2001,1269100,6146,NA,1124702,500,37.782575,-122.390364
2189,59915171,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9E,94107,San Francisco,CA,2,2,1137,2002,1269100,5550,NA,919960,500,37.782575,-122.390364
2190,60145810,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9G,94107,San Francisco,CA,2,2,1516,2002,1269100,7000,NA,1516710,500,37.782575,-122.390364
2191,61287363,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9J,94107,San Francisco,CA,2,2,1393,2002,1269100,6300,NA,1620316,500,37.782575,-122.390364
2192,61325331,"[""37.782575"",""-122.390364""]",239 Brannan St UNIT 9A,94107,San Francisco,CA,3,3,1495,2002,1269100,7700,NA,1850000,"500""zpid""",37.782575,-122.390364
2332,2097627050,"[""37.786904"",""-122.39092""]",400 Beale St FL 6,94105,San Francisco,CA,2,2,900,UNKNOWN,1269100,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.786904,-122.39092
2333,69808784,"[""37.786235"",""-122.389068""]",501 Beale St UNIT 4E,94105,San Francisco,CA,2,1,811,2006,1269100,4250,NA,267045,500,37.786235,-122.389068
